area,rooms,bathroom,parking_spaces,floor,rent_amount,property_tax,total,acept,not acept,furnished,not furnished
300,2,2,0,1,3000,292,3338,1,0,1,0
45,1,1,1,14,2300,167,4697,0,1,1,0
850,5,7,8,1,10000,1,10170,1,0,0,1
140,3,2,2,3,3000,250,3980,1,0,0,1
60,2,1,0,1,1222,0,1241,0,1,0,1
50,1,1,0,1,1250,34,1303,0,1,0,1
150,4,5,2,1,2860,360,4357,1,0,0,1
160,3,2,1,1,7693,223,8217,1,0,0,1
334,3,3,8,1,8600,209,8939,1,0,0,1
330,4,3,0,1,9800,750,10700,1,0,0,1
38,1,1,0,4,1800,20,2037,1,0,1,0
280,4,7,4,6,3000,642,4032,0,1,0,1
200,3,3,2,12,6500,417,9000,1,0,0,1
100,4,5,2,7,8500,500,11510,1,0,0,1
80,2,1,0,2,1400,101,2035,1,0,1,0
267,3,6,6,1,4800,470,5343,1,0,0,1
130,3,1,1,2,3500,184,4730,1,0,0,1
70,2,3,1,12,2450,165,3348,1,0,1,0
213,3,5,5,10,6200,0,10080,1,0,0,1
35,1,1,0,1,780,40,832,0,1,0,1
312,4,5,4,15,15000,1747,20100,1,0,0,1
160,3,4,3,4,2500,298,4917,1,0,0,1
22,1,1,0,26,2000,44,2365,1,0,0,1
400,4,4,3,1,10000,0,13130,1,0,1,0
45,1,2,1,11,2100,99,2721,1,0,0,1
237,4,4,0,13,8000,1031,12300,0,1,0,1
180,3,3,0,1,13000,715,13910,1,0,0,1
30,1,1,0,2,1805,0,2177,0,1,0,1
13,1,1,0,2,2200,42,2270,1,0,0,1
140,4,4,2,1,6800,107,7010,1,0,1,0
62,2,1,1,3,1050,84,1248,1,0,0,1
76,2,1,0,3,1000,50,1688,1,0,0,1
220,3,4,4,15,4250,711,6602,1,0,0,1
143,3,3,2,6,3300,250,5192,1,0,0,1
44,2,1,0,2,650,0,931,1,0,0,1
90,3,2,1,10,1450,65,2468,1,0,0,1
190,4,3,3,10,4800,357,6605,1,0,1,0
79,2,3,1,14,3100,500,6140,1,0,0,1
45,1,1,2,8,1800,170,2688,1,0,0,1
73,3,2,2,17,2400,125,3126,1,0,0,1
168,3,4,5,7,3600,190,5446,1,0,1,0
95,3,2,3,20,2500,41,3260,0,1,0,1
180,2,2,1,4,2001,25,2226,1,0,0,1
65,2,2,0,5,1390,87,1983,0,1,0,1
110,4,2,0,1,1850,0,1881,1,0,0,1
58,1,1,1,13,4700,200,5710,1,0,1,0
15,1,1,0,1,665,0,719,1,0,0,1
213,4,3,5,1,3900,298,4257,1,0,0,1
162,4,4,3,7,5500,891,7961,0,1,0,1
49,1,1,0,12,3800,89,4381,0,1,1,0
32,1,1,0,2,1400,0,1418,1,0,0,1
78,3,2,2,16,2300,229,3435,1,0,0,1
240,4,4,2,1,5000,630,5719,1,0,0,1
150,3,2,1,1,1320,167,1507,1,0,0,1
60,2,1,1,2,1200,97,1588,1,0,0,1
160,3,2,3,4,3500,177,4184,0,1,0,1
74,2,2,2,7,3400,163,4707,1,0,0,1
280,4,4,8,1,7040,688,7834,1,0,0,1
42,1,1,0,6,850,21,1204,0,1,0,1
102,3,2,5,1,2975,103,3131,1,0,0,1
123,3,2,2,11,2174,283,3827,1,0,0,1
50,2,1,1,1,1000,25,1043,1,0,0,1
125,3,2,2,1,1700,5,1731,1,0,0,1
240,3,2,4,1,5500,500,6098,1,0,0,1
85,3,2,3,3,1999,153,3278,1,0,1,0
260,4,5,4,5,15000,153,17760,1,0,0,1
22,1,1,0,1,870,0,884,0,1,0,1
278,3,2,1,11,7800,601,11140,1,0,0,1
18,1,1,0,8,1130,30,1575,1,0,0,1
196,3,4,1,11,5500,500,7571,1,0,0,1
26,1,1,0,3,3500,1,3746,1,0,0,1
100,4,2,2,1,3500,42,3595,1,0,0,1
460,4,3,6,8,10000,1667,16190,1,0,0,1
189,4,3,2,5,6500,584,9467,0,1,1,0
226,3,3,0,1,6000,34,6125,1,0,1,0
418,2,4,3,17,6875,117,12350,0,1,0,1
660,5,5,4,1,5000,1000,7476,1,0,0,1
120,1,2,1,1,1112,0,1129,1,0,0,1
70,2,1,1,1,1100,20,1618,1,0,0,1
400,10,5,8,1,10900,1417,12480,1,0,0,1
82,3,3,2,4,1500,153,2223,1,0,0,1
210,3,4,4,11,15000,1000,18190,1,0,1,0
92,3,2,2,11,1900,105,2690,1,0,0,1
64,3,1,0,3,1400,27,1661,0,1,0,1
35,2,1,0,1,1350,0,1370,0,1,1,0
120,2,2,2,1,2690,226,2957,1,0,0,1
16,1,1,0,1,1200,59,1275,0,1,0,1
60,2,1,0,2,950,0,1264,1,0,0,1
223,3,5,2,2,3300,290,5032,1,0,0,1
50,1,1,0,1,800,0,813,0,1,0,1
30,1,1,0,5,940,35,1389,1,0,0,1
111,2,2,1,14,3500,175,5120,0,1,0,1
290,4,3,2,1,7150,862,10990,0,1,1,0
80,3,1,1,1,1328,50,1768,1,0,0,1
353,4,5,5,46,10000,0,13130,1,0,0,1
55,2,1,1,18,1990,80,2731,1,0,0,1
49,2,1,1,1,1000,38,1314,1,0,0,1
50,2,1,0,4,850,21,1332,1,0,0,1
182,4,4,2,10,6000,605,9647,1,0,0,1
42,1,1,1,9,3800,24,4438,1,0,1,0
500,5,7,5,22,14000,2084,21760,1,0,0,1
56,1,1,0,1,1200,48,1267,0,1,0,1
170,3,2,1,9,4600,384,7044,1,0,0,1
160,3,3,2,8,5000,570,7634,1,0,0,1
70,1,1,2,1,1300,63,1383,1,0,0,1
120,2,1,4,1,2400,59,2496,1,0,0,1
65,2,1,1,3,1650,0,2222,1,0,1,0
300,4,4,6,7,5500,1180,10750,0,1,1,0
140,3,2,2,8,12000,209,13410,1,0,1,0
108,2,3,2,1,2100,250,2832,1,0,0,1
220,3,3,4,1,2500,2360,4905,1,0,0,1
157,3,3,4,19,4900,725,6988,1,0,0,1
101,3,4,2,5,3120,340,4800,1,0,0,1
87,3,2,4,14,2000,67,2893,1,0,0,1
123,3,2,2,13,2000,148,3008,1,0,0,1
67,1,2,1,12,2479,117,3443,1,0,1,0
200,3,3,8,1,4480,509,5057,1,0,0,1
48,2,1,1,8,1720,0,2287,1,0,0,1
51,2,1,1,2,700,27,997,1,0,0,1
54,2,1,1,5,1300,4,1566,0,1,0,1
280,3,3,2,9,5650,692,9414,1,0,1,0
172,3,4,3,5,7800,890,10440,1,0,1,0
136,3,2,2,13,15000,374,16820,1,0,1,0
300,4,2,0,5,15000,834,22030,1,0,0,1
26,1,1,0,6,2300,42,2622,1,0,1,0
52,1,1,0,2,1172,50,1715,1,0,0,1
72,2,2,1,5,1200,5,1721,1,0,0,1
240,3,3,1,8,7000,417,9808,1,0,1,0
100,3,2,6,1,7500,1000,8613,1,0,0,1
145,3,3,2,4,11960,0,16120,0,1,0,1
60,2,2,2,1,1950,67,2212,1,0,0,1
260,2,2,1,3,2000,25,2225,1,0,0,1
28,1,1,0,1,1100,0,1665,0,1,1,0
25,1,1,0,3,1000,0,1313,0,1,0,1
45,2,1,1,9,1920,34,2279,1,0,0,1
115,3,2,2,3,1950,133,2559,1,0,0,1
48,2,1,0,4,800,28,1308,1,0,0,1
150,3,3,8,1,8000,1084,9205,1,0,0,1
160,4,3,2,1,3800,250,4108,1,0,0,1
700,4,4,4,1,10000,21880,32040,1,0,0,1
340,4,6,4,11,7650,1667,14210,0,1,0,1
25,1,1,0,3,1513,0,2081,1,0,0,1
79,3,2,2,11,1290,90,2049,1,0,0,1
35,1,1,1,2,1600,134,2285,1,0,0,1
270,3,4,0,1,3500,165,3710,1,0,0,1
156,3,4,3,7,5000,500,6981,0,1,0,1
50,1,1,1,8,2800,0,3420,1,0,1,0
60,1,1,2,2,1900,288,5611,0,1,0,1
140,3,4,3,18,4000,489,5640,1,0,0,1
53,1,1,0,2,1680,68,1940,0,1,0,1
200,4,4,4,1,4220,450,4734,1,0,0,1
125,4,2,2,1,2100,267,3495,0,1,0,1
160,3,4,3,1,9350,0,9491,1,0,1,0
300,4,5,3,9,9500,459,11730,1,0,0,1
175,3,3,2,4,3700,205,4355,1,0,1,0
158,3,2,2,14,8000,445,10550,1,0,1,0
110,3,2,1,4,2850,259,4346,1,0,0,1
168,3,2,2,1,2500,152,2690,1,0,0,1
120,3,1,2,1,3500,117,3670,0,1,0,1
230,4,3,4,7,15000,1500,19800,1,0,1,0
255,3,4,2,10,6000,500,9177,1,0,1,0
23,1,1,1,26,2300,59,2861,1,0,0,1
120,3,2,1,1,2500,160,3562,0,1,0,1
45,1,1,2,8,1800,170,2688,1,0,0,1
154,3,2,1,1,2000,159,2486,1,0,0,1
50,1,1,1,13,4520,0,4579,0,1,1,0
104,3,2,2,4,7000,337,8977,1,0,1,0
50,2,1,1,9,2430,124,3563,1,0,0,1
75,2,2,1,6,1400,117,1921,1,0,0,1
145,3,2,1,2,2000,12,3055,1,0,1,0
211,3,5,3,12,7000,750,10340,1,0,1,0
30,1,1,0,2,2060,0,2087,0,1,0,1
170,4,3,1,10,3700,0,5217,0,1,0,1
86,2,2,1,4,1900,93,2708,1,0,0,1
230,3,4,3,10,3000,556,5595,1,0,0,1
61,1,2,2,1,4000,250,6501,0,1,1,0
383,4,4,5,11,3004,709,5941,0,1,0,1
210,3,3,0,1,5500,734,6317,1,0,0,1
60,2,2,1,14,5650,59,6697,0,1,1,0
213,4,6,4,1,8500,970,12780,1,0,1,0
93,2,2,3,6,3900,224,5054,1,0,1,0
50,1,1,1,20,5300,212,6361,0,1,1,0
149,2,3,3,21,4500,883,7044,1,0,0,1
410,4,5,5,1,20000,0,20250,1,0,0,1
40,1,1,1,14,3175,105,3795,1,0,1,0
46,1,1,0,11,1500,101,2280,1,0,1,0
378,4,4,8,1,10000,1334,11490,1,0,1,0
60,2,2,2,11,3800,132,4741,1,0,1,0
180,2,3,1,3,8500,700,11810,1,0,1,0
70,2,2,2,1,1450,94,1864,0,1,0,1
68,2,1,1,9,2100,0,2127,1,0,0,1
85,2,2,1,4,1800,78,2665,1,0,0,1
140,4,2,2,2,2281,221,2983,1,0,0,1
52,2,2,1,2,1650,86,2118,0,1,0,1
63,2,2,0,7,2600,109,3147,0,1,1,0
65,2,2,2,13,3300,207,4633,1,0,1,0
60,3,1,1,1,950,63,1374,1,0,0,1
27,1,1,0,2,1167,334,1517,0,1,0,1
260,4,4,3,11,15000,1417,20110,0,1,0,1
44,1,1,1,13,1200,0,1616,1,0,0,1
170,3,3,2,1,4850,334,5257,1,0,0,1
118,3,2,1,11,4775,185,6137,0,1,0,1
114,3,2,2,9,3780,100,4828,1,0,0,1
154,4,2,2,2,2800,305,4608,1,0,0,1
108,3,1,1,3,15000,334,17830,0,1,1,0
147,3,2,2,4,3600,414,5373,1,0,1,0
365,3,4,3,15,12000,1250,17100,1,0,0,1
109,3,2,1,2,2423,193,3333,1,0,1,0
148,3,3,2,3,2500,104,2922,1,0,1,0
250,3,4,2,1,6000,75,6166,1,0,0,1
79,2,1,1,3,1000,25,1283,0,1,0,1
66,2,1,1,9,2400,179,3607,1,0,0,1
54,1,1,1,6,1370,31,1419,0,1,0,1
87,3,1,1,6,1200,64,2010,1,0,0,1
640,4,4,4,12,10200,1584,17310,1,0,1,0
71,2,1,0,3,1040,0,1667,1,0,1,0
35,1,1,1,6,1250,90,2242,0,1,1,0
57,2,2,1,2,2300,50,2964,0,1,1,0
38,1,1,0,8,1220,25,1741,0,1,0,1
70,2,2,1,3,3700,122,4860,1,0,0,1
350,2,4,8,1,3300,450,3800,0,1,0,1
300,4,3,2,5,12000,750,15410,0,1,1,0
80,2,2,0,8,1320,121,1891,1,0,0,1
160,3,3,1,4,2900,317,4305,1,0,0,1
117,3,2,2,10,5500,167,7312,1,0,0,1
112,3,2,2,3,4100,100,5060,1,0,1,0
100,2,2,1,1,1870,0,1899,1,0,0,1
160,4,2,1,2,4230,0,5785,1,0,0,1
68,2,1,0,3,700,19,1000,1,0,0,1
530,4,4,4,4,5000,1636,10560,0,1,0,1
210,3,2,2,1,3500,101,3654,1,0,1,0
33,1,1,0,8,3300,100,4025,0,1,1,0
40,2,1,0,3,1100,0,1462,1,0,0,1
200,5,5,8,1,6000,1017,7116,1,0,0,1
58,2,1,2,10,1360,0,1761,1,0,0,1
120,3,3,2,6,3400,134,5378,1,0,0,1
162,3,4,0,1,3200,267,3516,1,0,0,1
301,4,5,4,3,12500,1600,18520,1,0,1,0
40,1,1,0,1,1800,38,2011,0,1,0,1
45,1,1,0,5,1000,34,1797,1,0,0,1
135,3,2,1,2,3060,428,5468,1,0,0,1
135,3,2,1,4,3290,279,4989,1,0,0,1
102,3,2,2,8,5525,225,6956,1,0,1,0
76,2,2,2,6,1400,123,2519,1,0,0,1
180,4,1,1,13,8500,400,11430,1,0,0,1
72,2,2,1,1,1250,66,1337,1,0,0,1
128,2,3,1,4,4339,85,5234,1,0,0,1
60,3,2,0,2,2362,88,2830,1,0,0,1
44,1,1,0,4,2500,30,3012,1,0,1,0
189,3,3,1,12,5800,371,8388,1,0,0,1
450,6,2,8,1,4000,197,4269,1,0,0,1
286,4,4,5,1,10800,1125,12090,1,0,0,1
276,4,6,4,10,4500,1713,9721,1,0,1,0
60,1,2,1,9,3800,0,4693,0,1,1,0
40,1,1,0,1,880,48,942,0,1,0,1
57,2,2,1,4,1800,0,2424,1,0,0,1
45,1,1,1,3,600,38,1167,1,0,0,1
42,1,1,1,12,3500,22,4279,0,1,1,0
68,2,1,1,2,1100,42,1717,1,0,0,1
120,3,2,1,4,4800,355,6867,1,0,0,1
360,4,4,2,4,11050,0,14530,1,0,0,1
140,2,1,0,1,1650,167,1842,1,0,0,1
35,1,1,0,1,1100,30,1144,1,0,0,1
16,1,1,0,1,910,0,922,0,1,0,1
110,3,1,1,13,1100,108,1997,1,0,0,1
69,2,1,1,7,980,60,1538,0,1,0,1
59,2,2,0,2,1400,112,2041,0,1,1,0
336,4,4,6,1,7677,950,8743,1,0,0,1
210,4,4,3,5,5000,917,8781,1,0,1,0
242,4,5,4,4,12000,930,16350,1,0,1,0
28,1,1,0,4,550,21,930,1,0,0,1
220,4,3,3,2,9000,1203,14530,0,1,1,0
62,3,2,1,1,1629,54,2192,0,1,0,1
111,3,2,2,11,3500,325,4971,1,0,1,0
159,3,2,2,1,2500,334,3866,1,0,0,1
70,2,2,0,5,2250,100,3069,1,0,1,0
150,3,2,2,2,2000,384,3591,1,0,0,1
50,1,1,1,17,4000,126,4953,1,0,1,0
450,3,3,8,1,5015,400,5491,1,0,1,0
64,2,1,1,2,850,78,1192,1,0,0,1
600,5,7,5,1,5200,155,5434,1,0,0,1
70,1,1,0,8,3200,109,3780,1,0,0,1
76,3,2,0,6,1240,95,2511,1,0,0,1
280,3,3,4,1,6520,834,7453,1,0,0,1
172,2,4,3,23,11000,775,13320,1,0,0,1
246,3,4,4,3,12000,750,16700,1,0,1,0
64,2,1,1,8,1500,101,2021,1,0,0,1
30,1,1,0,2,550,0,558,0,1,0,1
80,3,2,1,1,2170,47,2250,1,0,0,1
87,3,1,1,7,1800,159,2769,1,0,0,1
50,1,1,1,7,800,0,1062,1,0,0,1
50,1,1,0,6,800,20,1232,1,0,0,1
30,1,1,0,1,1850,167,2045,0,1,0,1
43,1,1,0,6,1472,42,1739,1,0,0,1
300,3,4,0,1,10000,2000,12150,1,0,1,0
58,1,2,1,10,750,40,1650,0,1,0,1
30,1,1,1,14,1660,18,3079,0,1,0,1
54,2,1,0,2,1700,135,2428,0,1,0,1
80,2,2,1,2,3500,167,4763,0,1,0,1
62,2,2,1,10,1600,9,2113,1,0,0,1
66,2,2,0,3,1200,50,1818,1,0,0,1
80,2,2,1,2,1500,36,1956,1,0,0,1
560,4,4,7,2,15000,5000,28790,1,0,0,1
30,1,1,1,5,3900,84,4534,1,0,1,0
50,1,1,0,1,1600,0,1625,1,0,0,1
81,2,2,1,8,3500,225,4386,1,0,1,0
218,4,4,4,3,4930,1454,8935,0,1,0,1
54,2,1,2,6,1200,46,1562,1,0,0,1
60,2,1,0,1,1200,0,1219,0,1,0,1
100,3,1,1,2,1200,0,1366,1,0,0,1
156,2,3,2,8,13590,292,16090,1,0,1,0
300,3,4,3,1,4000,0,7051,1,0,1,0
39,1,1,1,3,2500,115,3327,0,1,1,0
150,4,3,4,1,3000,500,3546,1,0,0,1
140,2,3,4,10,6170,417,8966,1,0,1,0
240,4,4,3,1,4200,792,7846,1,0,0,1
70,2,1,0,1,1300,70,1390,1,0,0,1
462,4,7,4,1,5000,590,5666,1,0,0,1
67,3,1,1,1,890,40,1293,0,1,0,1
100,2,1,0,1,1200,63,1283,1,0,0,1
113,3,3,1,1,1100,88,1553,1,0,0,1
99,3,2,1,3,2500,90,3012,1,0,0,1
120,2,1,1,1,2100,175,2307,1,0,0,1
110,3,2,3,1,2600,400,3040,1,0,0,1
38,1,1,1,5,980,51,1388,1,0,0,1
100,3,1,1,7,1090,94,2197,1,0,0,1
135,4,2,2,7,4200,468,6101,1,0,0,1
130,3,2,1,10,3250,450,5080,1,0,1,0
80,3,2,1,1,1200,122,1643,1,0,0,1
300,3,2,5,1,11500,2000,13670,1,0,0,1
72,2,1,2,4,1300,97,1610,0,1,0,1
70,3,2,2,3,1659,44,2783,1,0,0,1
395,4,4,3,16,15000,834,18160,1,0,1,0
540,6,8,3,1,15000,467,15730,1,0,0,1
318,4,6,4,13,10160,0,13740,1,0,1,0
42,2,1,1,5,900,27,1109,1,0,0,1
52,1,1,1,1,1400,22,2054,1,0,0,1
167,3,2,1,7,10850,532,13310,1,0,0,1
50,1,1,0,6,1209,129,1813,0,1,0,1
65,2,2,1,4,1000,45,1470,0,1,0,1
140,4,4,3,5,3600,583,6029,1,0,0,1
92,3,1,1,3,1600,4,1965,1,0,0,1
150,4,3,3,5,3300,293,4837,0,1,0,1
60,1,1,0,3,1300,75,1642,1,0,0,1
308,4,5,6,18,13500,173,15850,1,0,1,0
159,2,3,1,8,3230,49,4596,0,1,1,0
240,3,5,4,1,7500,459,8072,1,0,0,1
65,3,2,0,5,1690,86,2251,0,1,0,1
200,3,2,2,1,5000,167,5243,1,0,0,1
130,3,5,2,2,3610,209,5035,1,0,0,1
21,1,1,0,11,1200,0,1735,1,0,0,1
68,2,1,1,5,1600,142,2288,1,0,0,1
40,1,1,0,4,900,38,1402,1,0,0,1
310,4,3,6,1,3100,187,3338,1,0,0,1
103,2,1,1,4,1060,84,1793,0,1,0,1
650,5,7,4,1,15000,4241,23570,1,0,1,0
30,1,1,0,5,500,10,897,0,1,1,0
155,4,5,3,5,5000,593,6860,0,1,0,1
107,2,2,1,1,2600,0,3033,1,0,0,1
340,4,5,5,16,12000,3400,20750,1,0,1,0
70,3,1,0,3,1200,104,1595,0,1,0,1
58,2,2,1,4,950,86,1359,1,0,0,1
70,3,2,1,6,3300,159,4070,0,1,1,0
240,3,3,0,1,4300,292,4957,1,0,0,1
130,3,2,1,5,2800,300,4437,1,0,0,1
310,5,6,5,5,10000,1834,18860,1,0,0,1
60,1,1,1,10,1300,54,2102,1,0,0,1
319,4,6,5,16,10050,2900,18080,0,1,0,1
81,2,1,0,2,1150,5,1522,1,0,0,1
306,3,5,0,1,8000,0,8132,1,0,0,1
113,2,2,1,6,3000,50,4089,1,0,0,1
280,3,4,2,3,6000,1059,11140,0,1,0,1
270,3,3,3,16,13000,959,16920,1,0,0,1
78,2,1,1,7,2000,35,2706,1,0,0,1
60,1,2,1,1,1500,30,1553,1,0,0,1
30,1,1,0,1,750,59,821,1,0,0,1
58,2,1,1,10,800,77,1482,1,0,0,1
65,1,1,0,2,1800,30,2204,1,0,0,1
58,1,1,1,1,1740,75,2418,0,1,0,1
22,1,1,0,25,2100,40,2552,1,0,0,1
32,1,1,1,13,3200,174,4226,0,1,1,0
176,3,5,3,3,5200,442,7058,1,0,0,1
350,7,5,4,1,7500,357,7980,1,0,0,1
260,4,4,2,5,4400,584,7610,1,0,1,0
100,2,1,0,1,2300,198,2533,1,0,0,1
65,1,1,0,10,3500,142,4438,0,1,1,0
600,7,6,1,12,15000,1167,17660,0,1,1,0
300,4,3,1,1,5000,367,5444,1,0,0,1
430,4,3,4,1,8500,1427,10060,1,0,0,1
260,5,5,4,20,8000,2620,14720,0,1,0,1
211,3,4,3,1,8400,292,8830,0,1,0,1
103,3,2,1,9,1800,113,2821,0,1,0,1
62,2,2,0,2,1556,100,2079,1,0,0,1
80,2,2,1,1,3499,205,4850,1,0,1,0
60,1,1,1,1,1180,0,1198,0,1,0,1
27,1,1,0,5,3500,1,4950,0,1,0,1
486,4,6,5,8,4861,3772,13310,0,1,0,1
40,1,1,1,12,1680,102,2284,1,0,1,0
60,2,1,0,7,2800,97,3740,1,0,1,0
64,2,2,0,10,2200,104,2998,1,0,0,1
660,5,7,4,17,10000,1100,16610,1,0,0,1
62,3,2,1,5,2400,54,2972,1,0,0,1
50,2,1,1,3,946,0,1140,1,0,0,1
380,3,4,4,1,8000,952,9073,1,0,0,1
134,3,3,2,7,2500,177,3709,0,1,0,1
74,2,2,0,4,3600,210,4961,1,0,1,0
68,2,2,1,5,2500,207,3924,1,0,1,0
33,1,1,0,2,1600,72,2163,1,0,0,1
60,2,1,0,1,1100,0,1117,1,0,0,1
50,1,1,1,25,3700,30,4484,0,1,1,0
57,2,2,2,6,1630,189,2674,1,0,0,1
39,1,1,1,4,995,49,1586,1,0,0,1
45,1,1,1,1,760,0,802,0,1,0,1
221,3,2,2,7,4500,200,6738,1,0,0,1
140,3,2,0,8,1799,375,4697,1,0,1,0
650,5,4,2,9,9000,1431,16270,1,0,0,1
210,5,4,1,1,15000,1667,16890,1,0,0,1
100,4,2,3,10,2600,238,3900,1,0,0,1
220,3,3,2,4,9000,367,11980,1,0,1,0
42,1,1,0,1,1150,27,1592,1,0,0,1
98,3,2,0,7,3000,185,4115,1,0,0,1
150,3,1,2,2,5200,710,9268,1,0,0,1
170,3,3,4,1,3500,222,3775,1,0,0,1
60,2,1,0,1,1610,0,1636,1,0,0,1
120,3,4,2,1,3450,149,3838,1,0,0,1
142,2,3,2,18,3550,492,5487,1,0,0,1
90,2,2,1,18,2500,84,3121,0,1,0,1
140,3,3,2,3,6000,500,8977,1,0,0,1
26,1,1,0,3,1200,26,1567,1,0,0,1
20,1,1,0,1,790,0,801,0,1,0,1
24,1,1,1,1,550,0,559,0,1,0,1
140,3,2,0,5,2900,194,3482,1,0,0,1
134,4,2,3,1,3000,313,4003,0,1,0,1
400,5,4,2,12,2000,832,5533,1,0,0,1
18,1,1,0,3,650,49,1336,1,0,0,1
62,1,1,1,8,2800,182,4569,1,0,0,1
192,3,3,3,16,6500,630,9003,1,0,1,0
80,3,2,1,6,1790,128,2791,1,0,0,1
38,1,1,1,9,2900,42,3335,1,0,0,1
112,2,3,2,10,1400,92,1953,1,0,0,1
15,1,1,0,1,1100,0,1615,0,1,0,1
29,1,1,0,5,1043,0,1314,1,0,0,1
55,2,1,1,1,1050,0,1264,1,0,0,1
88,3,1,2,5,2500,84,4516,1,0,0,1
100,4,1,0,1,1600,100,1725,1,0,0,1
92,3,2,1,1,1800,141,2233,1,0,0,1
154,4,2,2,2,4250,313,6468,1,0,0,1
240,4,3,3,6,12000,700,15700,1,0,0,1
28,1,1,0,1,1340,4,1364,1,0,1,0
50,1,1,0,1,1250,34,1303,0,1,0,1
180,3,3,2,4,8000,413,10620,1,0,0,1
35,1,1,0,3,850,0,1011,0,1,0,1
64,2,1,1,2,3500,0,3546,1,0,0,1
60,2,1,1,8,1310,5,1882,1,0,0,1
239,4,4,3,1,5950,500,6540,1,0,1,0
130,3,2,1,10,2300,109,3539,0,1,1,0
85,2,2,0,6,918,98,1838,0,1,0,1
75,2,2,1,9,2000,310,2986,1,0,1,0
90,2,2,1,1,1800,0,1828,1,0,0,1
100,3,1,1,2,1500,85,1905,1,0,0,1
70,2,2,1,1,1450,0,2139,0,1,0,1
86,3,1,0,3,1258,80,2155,1,0,0,1
29,1,1,0,2,1500,26,2030,1,0,0,1
82,2,2,1,5,1700,67,2242,1,0,0,1
55,2,1,1,5,1625,0,2286,1,0,0,1
47,1,1,1,1,2200,0,2633,0,1,1,0
33,1,1,0,15,4000,0,4601,0,1,0,1
50,1,1,1,11,1800,130,2603,0,1,0,1
159,4,2,0,3,1900,634,4623,1,0,0,1
62,3,2,1,4,1100,63,1408,0,1,0,1
80,2,1,2,1,1569,0,1593,1,0,0,1
170,3,4,3,21,5000,450,7014,1,0,0,1
68,2,2,1,1,1800,82,2309,1,0,0,1
300,4,4,3,1,5080,284,5441,1,0,1,0
50,2,1,1,2,1460,0,1582,1,0,0,1
80,2,2,1,10,2000,279,3129,1,0,0,1
40,2,1,1,3,820,32,1164,1,0,0,1
270,3,4,2,6,6500,100,9573,1,0,0,1
75,3,1,1,1,1100,47,1524,1,0,0,1
60,1,2,2,15,2800,17,3358,1,0,0,1
300,4,5,4,1,7500,1334,12530,1,0,0,1
73,2,1,2,1,1200,62,1428,1,0,0,1
85,2,1,1,1,1000,61,1305,1,0,0,1
100,3,3,1,1,2400,0,2437,1,0,0,1
49,1,1,0,7,680,21,1021,1,0,0,1
35,1,1,0,5,1800,0,2243,1,0,1,0
240,3,4,1,6,14850,400,17140,0,1,0,1
45,1,1,0,1,900,0,914,1,0,0,1
55,2,1,1,9,2800,0,3401,1,0,1,0
305,4,3,4,6,11000,2134,16700,1,0,1,0
622,5,5,6,1,10000,924,11090,1,0,0,1
55,2,1,1,2,1200,67,1533,0,1,0,1
42,1,1,0,12,2300,167,3097,1,0,1,0
132,3,3,2,2,1500,207,1727,1,0,0,1
53,2,1,0,6,850,76,1564,1,0,0,1
998,7,10,4,1,15000,5000,20230,1,0,1,0
22,1,1,0,4,2410,0,2791,0,1,1,0
35,1,1,0,12,850,60,1271,1,0,0,1
189,4,2,2,4,8000,559,10630,1,0,0,1
375,4,5,3,1,9000,850,9986,1,0,1,0
65,2,1,1,3,1400,47,1780,1,0,0,1
462,4,6,4,1,8000,1081,9202,1,0,1,0
150,2,1,0,1,2285,100,2594,1,0,0,1
350,2,2,2,1,4300,150,4515,1,0,0,1
260,4,5,4,15,7500,0,11070,1,0,1,0
61,1,1,0,1,1100,160,1357,1,0,0,1
175,4,3,2,1,2890,0,2934,1,0,0,1
70,2,1,0,1,1800,23,2120,1,0,1,0
60,2,1,1,10,1500,80,2120,1,0,1,0
296,6,4,8,1,5200,375,5654,1,0,0,1
96,2,2,1,10,2900,109,4042,0,1,1,0
150,4,2,3,2,7377,800,11300,1,0,0,1
375,4,4,3,1,6400,75,6572,1,0,0,1
70,3,1,1,1,1500,17,2137,1,0,0,1
127,4,3,2,4,4930,472,6505,1,0,0,1
67,2,2,2,3,2800,0,3688,0,1,0,1
50,1,2,1,1,3300,214,4306,0,1,1,0
56,2,1,0,4,1500,0,2022,1,0,0,1
55,2,1,1,19,2100,84,2819,1,0,1,0
34,1,1,0,1,900,46,960,0,1,0,1
68,2,1,0,4,930,48,1488,0,1,0,1
80,2,1,0,4,1777,0,2200,0,1,0,1
120,3,1,1,3,1800,80,2553,0,1,0,1
50,1,1,1,10,1600,13,2352,0,1,0,1
78,2,2,1,1,1200,127,1775,1,0,0,1
90,2,2,1,9,3800,80,4809,1,0,0,1
320,5,4,6,1,8000,584,8716,0,1,0,1
560,5,6,4,14,2633,1133,5990,1,0,0,1
25,1,1,0,8,1850,25,2499,1,0,0,1
37,1,1,0,3,650,23,953,1,0,0,1
95,3,1,0,16,3600,283,4978,1,0,0,1
130,3,3,2,7,1650,414,3485,1,0,0,1
270,5,4,6,1,3910,125,4088,1,0,0,1
40,1,1,0,1,650,59,720,0,1,0,1
65,2,2,3,7,1450,110,1946,1,0,0,1
45,1,1,0,22,1015,33,1411,0,1,0,1
20,1,1,0,1,2060,0,2087,0,1,1,0
